product_type,sku,estimated_price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,demurrage,demurrage_bin
cosmetics,8640500,13690.0,36.0,48.0,6946.32,Unknown,6.0,4.0,64.0,3.0,Carrier B,514.0,Supplier 2,Kolkata,24.0,165.0,20.0,62.58,Fail,4.45,Sea,Route_B,697.53,523237.0,True
haircare,8640200,92550.0,43.0,787.0,9611.21,Unknown,33.0,27.0,7.0,7.0,Carrier A,684.0,Supplier 4,Bangalore,5.0,212.0,2.0,26.27,Fail,4.41,Road,Route_A,670.59,1696572.0,True
cosmetics,3210530,37780.0,10.0,851.0,6253.22,Male,81.0,22.0,72.0,6.0,Carrier C,639.0,Supplier 4,Chennai,10.0,459.0,2.0,28.18,Pending,1.89,Sea,Route_B,531.96,0.0,False
skincare,C657391-63401/2,40780.0,4.0,280.0,2754.24,Unknown,36.0,8.0,9.0,7.0,Carrier C,606.0,Supplier 1,Mumbai,13.0,825.0,12.0,59.93,Pass,0.72,Road,Route_A,903.67,0.0,False
cosmetics,C657382-63402/5,73070.0,47.0,327.0,7043.09,Non-binary,27.0,26.0,48.0,4.0,Carrier A,806.0,Supplier 1,Bangalore,6.0,310.0,21.0,86.36,Fail,1.17,Sea,Route_C,110.23,0.0,False
cosmetics,C657382-63402/1,63640.0,10.0,899.0,7009.83,Male,85.0,3.0,43.0,1.0,Carrier A,718.0,Supplier 3,Bangalore,27.0,785.0,26.0,93.41,Fail,1.3,Sea,Route_A,227.89,0.0,False
haircare,C657565-59659/1,93250.0,33.0,151.0,7681.15,Female,73.0,14.0,41.0,8.0,Carrier B,980.0,Supplier 5,Chennai,16.0,266.0,9.0,41.5,Fail,0.77,Air,Route_C,446.83,0.0,False
cosmetics,C657665-16713/3,77210.0,26.0,377.0,5158.37,Female,58.0,17.0,36.0,7.0,Carrier B,947.0,Supplier 4,Mumbai,4.0,389.0,16.0,24.41,Pass,3.03,Air,Route_B,689.41,0.0,False
skincare,0733731900A,4310.0,83.0,780.0,5404.32,Female,45.0,19.0,93.0,4.0,Carrier B,659.0,Supplier 1,Chennai,20.0,543.0,19.0,92.27,Pending,2.17,Road,Route_B,896.76,0.0,False
skincare,0312950010D,93660.0,21.0,603.0,7968.55,Male,7.0,18.0,58.0,2.0,Carrier C,113.0,Supplier 4,Bangalore,21.0,151.0,28.0,92.61,Pass,2.82,Road,Route_C,895.15,1327029.0,True
haircare,29L0178058A,3780.0,6.0,644.0,7642.81,Female,94.0,8.0,26.0,2.0,Carrier C,274.0,Supplier 4,Bangalore,11.0,198.0,16.0,39.17,Pass,4.19,Air,Route_A,473.36,0.0,False
haircare,0000635262D,88310.0,80.0,991.0,9322.89,Unknown,93.0,16.0,60.0,9.0,Carrier A,786.0,Supplier 1,Delhi,20.0,409.0,19.0,21.89,Fail,0.43,Road,Route_C,588.96,0.0,False
skincare,0312950020E,91520.0,91.0,398.0,6683.9,Non-binary,57.0,14.0,84.0,4.0,Carrier A,572.0,Supplier 1,Bangalore,3.0,368.0,3.0,99.31,Pending,4.6,Road,Route_B,710.62,504005.0,True
haircare,0312950015E,57430.0,2.0,316.0,3375.88,Non-binary,68.0,10.0,95.0,2.0,Carrier C,608.0,Supplier 2,Mumbai,18.0,429.0,22.0,38.11,Fail,3.1,Air,Route_C,848.42,709618.0,True
haircare,0769913180H,80420.0,88.0,381.0,6155.42,Unknown,7.0,9.0,5.0,6.0,Carrier A,400.0,Supplier 5,Bangalore,6.0,692.0,20.0,17.68,Pending,1.76,Sea,Route_B,286.69,2398302.0,True
skincare,0000606266G,58240.0,36.0,852.0,2926.22,Non-binary,99.0,4.0,68.0,1.0,Carrier A,870.0,Supplier 1,Mumbai,9.0,214.0,29.0,40.68,Fail,3.35,Air,Route_B,654.93,803049.0,True
haircare,AKASC20,28250.0,84.0,623.0,3112.08,Male,34.0,7.0,79.0,4.0,Carrier B,936.0,Supplier 4,Delhi,29.0,336.0,23.0,64.05,Fail,3.01,Road,Route_C,188.22,891527.0,True
haircare,ZTDIIOH,43690.0,75.0,974.0,1791.69,Female,8.0,14.0,15.0,5.0,Carrier C,427.0,Supplier 3,Mumbai,13.0,788.0,17.0,79.34,Pass,1.3,Sea,Route_C,679.27,0.0,False
haircare,ZTMMVV,65800.0,87.0,923.0,2269.94,Unknown,90.0,3.0,84.0,9.0,Carrier B,571.0,Supplier 2,Mumbai,16.0,411.0,11.0,15.57,Pass,1.51,Air,Route_C,181.05,1112733.0,True
skincare,ZTMMVVR,51360.0,88.0,118.0,4229.0,Non-binary,78.0,27.0,75.0,2.0,Carrier A,372.0,Supplier 3,Delhi,10.0,578.0,25.0,38.12,Pending,2.56,Air,Route_C,281.99,1299330.0,True
haircare,P1031365-204,43920.0,55.0,766.0,7350.89,Non-binary,10.0,11.0,39.0,7.0,Carrier A,609.0,Supplier 2,Bangalore,29.0,134.0,23.0,32.07,Pass,0.65,Road,Route_B,173.72,0.0,False
haircare,CRD-RS51-4SCHG-01,93260.0,68.0,689.0,5523.59,Male,74.0,27.0,12.0,6.0,Carrier B,305.0,Supplier 2,Chennai,6.0,583.0,9.0,18.64,Pending,3.8,Rail,Route_C,876.01,0.0,False
cosmetics,ZOC-Z1AE-HS31XX-3C00,58630.0,52.0,768.0,8172.6,Non-binary,4.0,5.0,30.0,4.0,Carrier C,724.0,Supplier 1,Chennai,4.0,614.0,9.0,20.9,Pending,0.92,Rail,Route_A,711.48,0.0,False
cosmetics,SWSDCATDEVXXXX012,26100.0,48.0,264.0,2670.12,Non-binary,75.0,3.0,75.0,1.0,Carrier C,290.0,Supplier 2,Mumbai,17.0,304.0,23.0,99.21,Fail,4.33,Air,Route_B,610.45,0.0,False
cosmetics,FR20001,15830.0,9.0,398.0,9065.2,Male,85.0,16.0,88.0,3.0,Carrier A,928.0,Supplier 1,Kolkata,24.0,837.0,13.0,64.92,Pending,3.05,Sea,Route_B,803.75,0.0,False
haircare,SD40025,23540.0,31.0,778.0,6772.32,Male,4.0,14.0,20.0,3.0,Carrier B,945.0,Supplier 5,Chennai,8.0,434.0,7.0,64.41,Pass,2.02,Air,Route_B,263.31,1998193.0,True
cosmetics,CB000309A01,41800.0,55.0,584.0,7551.31,Non-binary,64.0,25.0,77.0,5.0,Carrier B,836.0,Supplier 3,Delhi,27.0,211.0,5.0,97.28,Fail,4.62,Rail,Route_A,301.63,0.0,False
haircare,PWR-BGA24V78W1WW,72240.0,7.0,756.0,3251.52,Non-binary,86.0,3.0,55.0,5.0,Carrier B,877.0,Supplier 4,Bangalore,15.0,702.0,15.0,56.46,Pending,2.35,Road,Route_B,676.65,2424581.0,True
skincare,P1058930-189,28740.0,97.0,402.0,3568.83,Female,68.0,21.0,32.0,7.0,Carrier C,779.0,Supplier 1,Mumbai,4.0,261.0,5.0,78.0,Pass,2.03,Air,Route_C,943.11,0.0,False
haircare,CRD-TC51-5SCHG1-01,65010.00000000001,36.0,206.0,4170.17,Male,39.0,25.0,61.0,5.0,Carrier C,972.0,Supplier 3,Kolkata,21.0,951.0,14.0,51.47,Fail,4.41,Road,Route_A,649.65,0.0,False
haircare,KT-ET5X-10SCRN1-01,39160.0,48.0,461.0,2452.0,Female,95.0,19.0,15.0,2.0,Carrier A,873.0,Supplier 1,Bangalore,20.0,341.0,3.0,86.65,Pass,4.99,Air,Route_A,418.26,2153076.0,True
skincare,RTL10B1-WM001,5220.0,86.0,622.0,6965.93,Unknown,11.0,8.0,46.0,1.0,Carrier A,437.0,Supplier 1,Delhi,21.0,122.0,11.0,48.46,Pass,3.21,Sea,Route_B,224.41,2302974.0,True
haircare,410055,42880.0,7.0,884.0,1942.48,Male,16.0,28.0,14.0,6.0,Carrier B,673.0,Supplier 3,Bangalore,11.0,219.0,13.0,15.11,Pending,1.15,Sea,Route_A,897.1,2083439.0,True
skincare,450166,29070.0,19.0,362.0,4172.68,Male,22.0,6.0,86.0,9.0,Carrier C,689.0,Supplier 4,Chennai,9.0,614.0,20.0,80.36,Pass,1.79,Air,Route_C,482.8,2344480.0,True
haircare,TT828991,29100.0,59.0,893.0,1896.65,Female,29.0,1.0,8.0,4.0,Carrier B,491.0,Supplier 1,Mumbai,25.0,876.0,5.0,58.0,Pass,0.07,Air,Route_C,104.38,1685464.0,True
skincare,TTUXGA00006,28010.0,90.0,957.0,9785.68,Male,36.0,17.0,81.0,6.0,Carrier C,822.0,Supplier 5,Chennai,18.0,513.0,26.0,76.82,Pending,0.19,Air,Route_A,686.03,0.0,False
skincare,SG-TC7X-SCRNTMP-01,99870.0,74.0,320.0,1786.17,Female,84.0,8.0,62.0,8.0,Carrier C,814.0,Supplier 5,Kolkata,13.0,343.0,22.0,39.87,Pass,0.18,Road,Route_A,665.43,0.0,False
cosmetics,128328,71330.0,98.0,430.0,4106.4,Non-binary,63.0,8.0,54.0,9.0,Carrier A,243.0,Supplier 2,Mumbai,19.0,137.0,14.0,33.08,Fail,1.01,Air,Route_C,587.1,0.0,False
cosmetics,13302100,11020.0,30.0,707.0,4115.44,Non-binary,87.0,20.0,29.0,1.0,Carrier B,791.0,Supplier 2,Bangalore,21.0,987.0,22.0,90.45,Pass,3.81,Rail,Route_C,744.16,1614922.0,True
cosmetics,128326,47260.0,74.0,927.0,5670.83,Female,34.0,3.0,60.0,2.0,Carrier C,240.0,Supplier 4,Delhi,14.0,658.0,15.0,47.67,Pass,4.42,Air,Route_B,631.18,0.0,False
cosmetics,PE80024,25350.0,61.0,217.0,1371.9,Female,47.0,6.0,81.0,6.0,Carrier C,685.0,Supplier 4,Bangalore,24.0,143.0,18.0,80.54,Pending,0.38,Road,Route_A,707.87,0.0,False
haircare,CD80012,92400.0,36.0,304.0,6985.98,Non-binary,10.0,25.0,5.0,1.0,Carrier A,555.0,Supplier 2,Kolkata,2.0,902.0,19.0,34.68,Fail,0.21,Air,Route_A,440.21,1774549.0,True
skincare,CD80191,50010.0,31.0,489.0,4625.32,Male,22.0,7.0,45.0,4.0,Carrier B,972.0,Supplier 5,Mumbai,15.0,805.0,23.0,82.65,Pass,4.55,Road,Route_A,324.06,0.0,False
skincare,CD80206,77390.0,60.0,703.0,7523.03,Non-binary,53.0,7.0,63.0,3.0,Carrier A,300.0,Supplier 1,Mumbai,2.0,462.0,19.0,43.1,Pending,3.26,Rail,Route_A,750.14,1719727.0,True
skincare,CD80208,76950.0,35.0,406.0,5378.09,Non-binary,72.0,27.0,98.0,7.0,Carrier C,808.0,Supplier 1,Bangalore,14.0,480.0,7.0,29.39,Fail,0.53,Sea,Route_B,217.08,1156740.0,True
skincare,CD80220,5410.0,39.0,135.0,7537.94,Non-binary,65.0,18.0,54.0,7.0,Carrier B,388.0,Supplier 1,Bangalore,16.0,215.0,12.0,64.72,Pending,2.26,Road,Route_C,671.41,0.0,False
haircare,97004-AP305C-WR,60970.0,71.0,26.0,2408.29,Unknown,27.0,17.0,58.0,1.0,Carrier A,266.0,Supplier 1,Delhi,23.0,686.0,19.0,35.05,Fail,4.89,Rail,Route_C,333.79,0.0,False
haircare,50103000000006,7330.0,62.0,381.0,1648.34,Male,33.0,25.0,5.0,7.0,Carrier C,556.0,Supplier 3,Bangalore,12.0,946.0,11.0,94.23,Fail,2.63,Rail,Route_C,952.16,0.0,False
skincare,50100000530000,63440.0,79.0,700.0,4833.07,Female,86.0,25.0,50.0,9.0,Carrier C,507.0,Supplier 4,Chennai,7.0,697.0,23.0,27.87,Pending,2.35,Sea,Route_C,217.76,1540178.0,True
haircare,MM50001,51710.0,49.0,536.0,5303.19,Female,8.0,29.0,68.0,8.0,Carrier A,197.0,Supplier 3,Delhi,6.0,558.0,3.0,53.96,Fail,3.56,Sea,Route_C,477.87,2163601.0,True
skincare,MM50003,61350.0,74.0,180.0,9506.93,Unknown,34.0,15.0,50.0,9.0,Carrier B,812.0,Supplier 3,Chennai,16.0,524.0,3.0,24.62,Fail,0.45,Air,Route_B,324.36,0.0,False
skincare,MM50006,25350.0,25.0,952.0,6448.32,Non-binary,28.0,11.0,97.0,4.0,Carrier A,837.0,Supplier 5,Chennai,27.0,330.0,5.0,10.96,Fail,0.86,Sea,Route_B,295.28,0.0,False
skincare,MM60013,93590.0,48.0,305.0,4020.52,Male,51.0,11.0,37.0,4.0,Carrier A,147.0,Supplier 4,Chennai,29.0,565.0,29.0,39.65,Fail,3.1,Road,Route_C,353.91,1057898.0,True
cosmetics,MM63001,17850.0,17.0,474.0,9597.83,Male,77.0,14.0,32.0,8.0,Carrier B,753.0,Supplier 5,Delhi,8.0,570.0,29.0,68.13,Pass,0.65,Rail,Route_C,543.23,2258907.0,True
haircare,GD10014,61060.0,99.0,114.0,4204.28,Unknown,44.0,11.0,90.0,1.0,Carrier A,798.0,Supplier 2,Mumbai,24.0,744.0,16.0,45.43,Fail,3.86,Sea,Route_B,108.3,2091606.0,True
haircare,GD10023,1970.0,64.0,326.0,6467.4,Non-binary,70.0,25.0,54.0,5.0,Carrier C,670.0,Supplier 3,Chennai,2.0,922.0,15.0,95.33,Pending,2.27,Sea,Route_A,598.56,1199796.0,True
skincare,MPPOC003,1010.0,66.0,580.0,8018.63,Female,78.0,13.0,92.0,6.0,Carrier A,940.0,Supplier 2,Mumbai,20.0,661.0,18.0,25.3,Pending,0.37,Sea,Route_B,921.49,1231045.0,True
skincare,MPPOC0021,16990.0,23.0,888.0,2088.54,Unknown,91.0,15.0,26.0,7.0,Carrier A,748.0,Supplier 5,Kolkata,1.0,929.0,5.0,80.86,Pending,4.73,Sea,Route_C,612.43,1437280.0,True
haircare,MPPOC0291,19510.0,27.0,539.0,6445.11,Non-binary,78.0,2.0,27.0,9.0,Carrier B,134.0,Supplier 1,Delhi,7.0,285.0,8.0,75.09,Pass,3.37,Sea,Route_C,770.36,0.0,False
skincare,601022305101,28080.0,28.0,326.0,4573.07,Male,70.0,2.0,62.0,6.0,Carrier B,658.0,Supplier 1,Chennai,25.0,963.0,10.0,83.78,Pending,0.08,Air,Route_A,644.03,0.0,False
haircare,301015211004,6130.0,23.0,981.0,3837.08,Male,70.0,26.0,86.0,8.0,Carrier B,111.0,Supplier 4,Delhi,25.0,386.0,1.0,59.88,Fail,2.04,Rail,Route_A,381.05,0.0,False
cosmetics,301015011382,44580.0,43.0,146.0,5853.62,Male,3.0,17.0,64.0,3.0,Carrier A,913.0,Supplier 5,Chennai,6.0,854.0,11.0,60.25,Pending,3.05,Road,Route_C,390.58,1714521.0,True
haircare,GL72223,39080.0,61.0,37.0,9627.22,Male,12.0,26.0,74.0,4.0,Carrier A,644.0,Supplier 2,Bangalore,27.0,156.0,11.0,32.87,Pass,3.39,Air,Route_C,440.59,0.0,False
skincare,GU72745,35920.0,15.0,588.0,2624.58,Non-binary,49.0,13.0,78.0,1.0,Carrier A,191.0,Supplier 3,Delhi,22.0,158.0,20.0,84.3,Fail,2.95,Sea,Route_A,744.42,0.0,False
haircare,5399324,36570.0,28.0,854.0,5392.99,Female,86.0,23.0,94.0,7.0,Carrier C,641.0,Supplier 4,Bangalore,2.0,183.0,7.0,33.65,Fail,1.14,Rail,Route_B,915.93,0.0,False
haircare,1750020,22670.0,43.0,460.0,7169.42,Unknown,15.0,10.0,31.0,7.0,Carrier A,467.0,Supplier 3,Delhi,13.0,760.0,9.0,15.72,Fail,0.82,Sea,Route_A,842.87,0.0,False
cosmetics,1385100,97170.0,54.0,113.0,8102.97,Female,12.0,29.0,12.0,8.0,Carrier C,994.0,Supplier 5,Delhi,10.0,757.0,14.0,87.52,Pass,1.25,Road,Route_B,404.33,940925.0,True
cosmetics,20100004020000,78900.0,83.0,306.0,5249.16,Male,34.0,26.0,25.0,6.0,Carrier A,464.0,Supplier 1,Bangalore,3.0,207.0,3.0,43.78,Fail,1.88,Air,Route_B,885.51,0.0,False
haircare,2459050,10850.0,35.0,363.0,3055.86,Male,33.0,17.0,9.0,6.0,Carrier C,196.0,Supplier 5,Kolkata,3.0,498.0,18.0,28.87,Fail,2.71,Air,Route_B,838.3,0.0,False
haircare,2461032,51530.0,94.0,869.0,4499.7,Non-binary,95.0,6.0,35.0,8.0,Carrier C,515.0,Supplier 2,Mumbai,11.0,775.0,10.0,14.45,Pass,4.29,Sea,Route_C,177.2,0.0,False
skincare,2463020,35680.0,81.0,71.0,6643.77,Non-binary,39.0,19.0,30.0,1.0,Carrier C,155.0,Supplier 2,Delhi,24.0,190.0,19.0,72.26,Pass,2.25,Sea,Route_A,771.95,1013747.0,True
skincare,2409040,47570.0,36.0,932.0,3608.6,Male,11.0,11.0,95.0,4.0,Carrier B,795.0,Supplier 5,Mumbai,19.0,240.0,12.0,96.64,Fail,3.26,Sea,Route_C,247.86,1683172.0,True
cosmetics,2409150,12730.0,60.0,353.0,2712.42,Female,70.0,23.0,30.0,4.0,Carrier A,865.0,Supplier 2,Kolkata,4.0,638.0,26.0,49.53,Pass,3.63,Sea,Route_A,568.28,2279979.0,True
cosmetics,2427110,67230.0,5.0,28.0,9440.73,Female,43.0,27.0,56.0,6.0,Carrier A,651.0,Supplier 4,Chennai,27.0,593.0,7.0,82.43,Pass,2.98,Sea,Route_B,158.57,0.0,False
haircare,2428110,60020.0,27.0,986.0,2492.54,Male,88.0,21.0,12.0,8.0,Carrier B,751.0,Supplier 4,Mumbai,25.0,559.0,24.0,77.5,Pending,2.09,Air,Route_A,658.79,0.0,False
haircare,2409602,39870.0,62.0,387.0,9728.47,Non-binary,22.0,1.0,34.0,1.0,Carrier C,687.0,Supplier 5,Bangalore,24.0,821.0,15.0,90.94,Pass,4.39,Air,Route_B,535.27,0.0,False
skincare,5395145,90890.0,5.0,573.0,7617.01,Unknown,19.0,1.0,54.0,9.0,Carrier C,547.0,Supplier 4,Kolkata,1.0,767.0,15.0,29.58,Fail,0.54,Rail,Route_A,927.31,832974.0,True
skincare,60500021,94800.0,49.0,834.0,9411.0,Non-binary,66.0,1.0,48.0,7.0,Carrier C,866.0,Supplier 1,Chennai,4.0,541.0,23.0,99.44,Pass,2.17,Air,Route_B,495.2,1761653.0,True
cosmetics,60100017,38440.0,95.0,559.0,2999.14,Female,51.0,5.0,54.0,7.0,Carrier A,938.0,Supplier 3,Kolkata,25.0,943.0,19.0,69.54,Fail,3.79,Sea,Route_B,563.5,0.0,False
cosmetics,60400016,97130.0,94.0,396.0,1472.88,Non-binary,41.0,26.0,50.0,1.0,Carrier B,216.0,Supplier 1,Chennai,14.0,567.0,22.0,42.54,Fail,0.94,Sea,Route_B,299.81,1453021.0,True
skincare,5300226,68030.0,14.0,820.0,6592.57,Male,34.0,3.0,36.0,1.0,Carrier A,291.0,Supplier 2,Bangalore,16.0,737.0,22.0,88.63,Pass,0.47,Air,Route_B,558.32,897574.0,True
skincare,1605563,65700.0,95.0,851.0,2028.59,Female,90.0,9.0,94.0,5.0,Carrier A,679.0,Supplier 3,Delhi,15.0,583.0,7.0,81.54,Pass,0.33,Rail,Route_A,255.3,0.0,False
cosmetics,1605600,91850.0,78.0,922.0,3388.27,Female,72.0,7.0,11.0,5.0,Carrier C,140.0,Supplier 2,Kolkata,10.0,411.0,11.0,43.55,Fail,2.69,Sea,Route_C,746.5,2464552.0,True
cosmetics,1605650,6370.0,46.0,642.0,6510.44,Male,68.0,6.0,73.0,8.0,Carrier A,733.0,Supplier 5,Mumbai,5.0,100.0,22.0,38.25,Fail,4.49,Road,Route_A,562.63,0.0,False
haircare,1605900,93340.0,1.0,379.0,9607.86,Non-binary,66.0,4.0,11.0,8.0,Carrier B,340.0,Supplier 5,Bangalore,27.0,741.0,11.0,27.5,Pass,0.6,Air,Route_A,925.77,613981.0,True
skincare,1606166,33800.0,96.0,604.0,5852.29,Non-binary,95.0,11.0,34.0,5.0,Carrier C,999.0,Supplier 5,Delhi,20.0,878.0,13.0,88.77,Pass,0.25,Sea,Route_A,594.7,0.0,False
cosmetics,7673090,26170.0,25.0,589.0,2232.99,Male,89.0,22.0,39.0,6.0,Carrier A,423.0,Supplier 5,Kolkata,26.0,986.0,20.0,13.25,Pending,4.43,Air,Route_B,214.38,703287.0,True
cosmetics,3334006,78830.0,58.0,242.0,4846.16,Non-binary,77.0,26.0,2.0,4.0,Carrier B,740.0,Supplier 2,Delhi,18.0,965.0,22.0,16.81,Pending,3.85,Air,Route_C,478.56,1405833.0,True
haircare,4273016,91590.0,3.0,439.0,9077.18,Unknown,67.0,18.0,30.0,7.0,Carrier C,124.0,Supplier 5,Kolkata,12.0,959.0,22.0,13.38,Fail,3.27,Road,Route_A,411.13,887333.0,True
skincare,4273070,42840.0,51.0,942.0,3777.51,Female,35.0,19.0,73.0,6.0,Carrier C,815.0,Supplier 4,Mumbai,18.0,284.0,23.0,48.2,Pending,2.23,Rail,Route_B,939.11,0.0,False
skincare,Y030566-0000/00,31540.0,48.0,880.0,1555.59,Non-binary,59.0,22.0,4.0,3.0,Carrier C,756.0,Supplier 4,Delhi,3.0,493.0,3.0,70.72,Pending,1.62,Rail,Route_A,730.15,0.0,False
skincare,Y030172-0000/00,33100.0,38.0,942.0,1108.31,Unknown,83.0,14.0,15.0,7.0,Carrier B,577.0,Supplier 5,Bangalore,18.0,693.0,24.0,94.8,Pass,1.15,Rail,Route_B,145.06,0.0,False
cosmetics,Y030320-0000/00,58600.0,81.0,650.0,1914.49,Non-binary,10.0,7.0,61.0,6.0,Carrier B,368.0,Supplier 1,Mumbai,27.0,640.0,6.0,16.01,Fail,0.58,Air,Route_A,971.26,1641703.0,True
haircare,R165300-0000/00,90690.0,75.0,957.0,4412.21,Unknown,60.0,1.0,42.0,8.0,Carrier B,846.0,Supplier 5,Delhi,5.0,628.0,4.0,64.39,Pending,0.35,Sea,Route_A,326.61,0.0,False
haircare,MPPOC0371,17860.0,4.0,648.0,6558.95,Non-binary,3.0,10.0,43.0,4.0,Carrier B,372.0,Supplier 3,Mumbai,22.0,420.0,16.0,62.9,Fail,2.54,Air,Route_C,592.01,0.0,False
haircare,1605700,28470.0,83.0,719.0,7685.61,Male,56.0,26.0,88.0,2.0,Carrier C,499.0,Supplier 3,Mumbai,21.0,849.0,2.0,33.73,Fail,4.34,Sea,Route_A,136.75,932064.0,True
skincare,2370010,60770.0,60.0,936.0,7387.93,Non-binary,66.0,5.0,28.0,3.0,Carrier B,885.0,Supplier 5,Bangalore,19.0,209.0,23.0,85.21,Fail,4.15,Air,Route_A,604.46,0.0,False
cosmetics,5385028,93660.0,96.0,276.0,7379.79,Non-binary,38.0,24.0,99.0,4.0,Carrier A,810.0,Supplier 5,Delhi,22.0,356.0,22.0,56.14,Fail,4.71,Sea,Route_A,168.21,0.0,False
skincare,7630200,64459.99999999999,42.0,496.0,2970.49,Female,65.0,29.0,94.0,9.0,Carrier B,334.0,Supplier 3,Kolkata,4.0,976.0,5.0,42.39,Fail,3.37,Rail,Route_B,212.05,0.0,False
cosmetics,5600226,68110.0,86.0,573.0,5458.84,Female,9.0,6.0,53.0,3.0,Carrier A,213.0,Supplier 5,Chennai,27.0,227.0,14.0,28.81,Pending,3.76,Air,Route_A,342.48,0.0,False
cosmetics,5300125,31430.0,72.0,168.0,1424.76,Unknown,24.0,11.0,4.0,6.0,Carrier A,862.0,Supplier 5,Mumbai,16.0,354.0,29.0,41.79,Pass,2.41,Air,Route_C,418.31,2064667.0,True
haircare,5343012,98180.0,4.0,101.0,6956.85,Male,52.0,22.0,16.0,9.0,Carrier B,188.0,Supplier 4,Bangalore,2.0,673.0,26.0,61.82,Pass,0.7,Air,Route_A,245.79,577606.0,True
haircare,5343050,82720.0,22.0,630.0,3550.98,Male,19.0,14.0,94.0,4.0,Carrier A,619.0,Supplier 3,Mumbai,11.0,324.0,11.0,33.2,Pass,3.91,Rail,Route_A,968.47,0.0,False
haircare,5343312,10950.0,36.0,204.0,6859.57,Non-binary,91.0,16.0,76.0,1.0,Carrier A,420.0,Supplier 1,Mumbai,4.0,195.0,22.0,14.92,Pending,4.19,Air,Route_C,757.62,1961323.0,True
skincare,5343316,1610.0,48.0,731.0,8595.35,Male,92.0,1.0,14.0,6.0,Carrier B,124.0,Supplier 5,Delhi,9.0,434.0,16.0,94.87,Pass,0.17,Road,Route_B,504.69,0.0,False
cosmetics,5315009,17720.0,47.0,778.0,9543.97,Male,88.0,1.0,25.0,9.0,Carrier A,431.0,Supplier 2,Delhi,29.0,851.0,16.0,69.81,Pass,2.22,Rail,Route_C,234.84,0.0,False
haircare,5300063,20270.0,47.0,741.0,1074.04,Male,4.0,25.0,6.0,2.0,Carrier C,562.0,Supplier 5,Bangalore,3.0,116.0,3.0,52.39,Pass,1.36,Sea,Route_C,638.91,0.0,False
skincare,1525718,82480.0,42.0,836.0,3121.18,Female,51.0,24.0,89.0,6.0,Carrier B,437.0,Supplier 1,Bangalore,8.0,552.0,6.0,93.37,Pass,1.51,Road,Route_B,681.08,836886.0,True
skincare,1526406,76090.0,25.0,21.0,8224.76,Female,93.0,6.0,85.0,6.0,Carrier A,930.0,Supplier 2,Delhi,9.0,216.0,27.0,64.3,Pass,0.36,Road,Route_B,487.93,871921.0,True
haircare,1525603,26910.0,65.0,860.0,8452.94,Non-binary,69.0,28.0,41.0,5.0,Carrier A,812.0,Supplier 2,Mumbai,12.0,156.0,4.0,15.99,Pass,2.99,Rail,Route_A,695.36,0.0,False
cosmetics,1525606,71880.0,1.0,810.0,8696.42,Female,44.0,15.0,51.0,7.0,Carrier A,749.0,Supplier 5,Bangalore,10.0,570.0,6.0,65.2,Fail,0.0,Air,Route_B,461.75,0.0,False
haircare,1525624,41130.0,19.0,880.0,1692.08,Non-binary,63.0,29.0,17.0,3.0,Carrier A,500.0,Supplier 2,Kolkata,25.0,304.0,20.0,70.24,Fail,1.55,Sea,Route_A,215.72,0.0,False
cosmetics,1605060,37190.0,42.0,998.0,4476.5,Unknown,55.0,14.0,1.0,6.0,Carrier C,986.0,Supplier 3,Kolkata,9.0,728.0,12.0,63.08,Pending,0.53,Sea,Route_B,613.69,0.0,False
skincare,5396512,9250.0,65.0,326.0,3313.25,Male,79.0,20.0,28.0,3.0,Carrier B,907.0,Supplier 2,Mumbai,21.0,377.0,3.0,29.84,Pass,3.14,Rail,Route_C,725.77,0.0,False
haircare,2427130,71860.0,73.0,524.0,8232.71,Female,47.0,4.0,73.0,6.0,Carrier A,702.0,Supplier 3,Bangalore,10.0,143.0,28.0,93.06,Pass,0.45,Sea,Route_B,478.49,0.0,False
haircare,2429620,31660.0,71.0,748.0,7496.37,Female,53.0,27.0,32.0,3.0,Carrier A,755.0,Supplier 3,Chennai,5.0,120.0,4.0,42.09,Pending,2.44,Rail,Route_A,595.31,1988445.0,True
haircare,2409603,35880.0,38.0,401.0,7557.19,Female,96.0,26.0,75.0,4.0,Carrier A,297.0,Supplier 3,Chennai,17.0,575.0,15.0,67.65,Pending,0.34,Air,Route_B,611.03,0.0,False
cosmetics,5399112,46930.0,44.0,739.0,5508.62,Male,81.0,6.0,5.0,6.0,Carrier A,637.0,Supplier 2,Mumbai,2.0,732.0,13.0,64.16,Pending,4.56,Air,Route_C,131.04,0.0,False
cosmetics,5399124,84880.0,93.0,72.0,1257.24,Female,22.0,15.0,32.0,1.0,Carrier B,953.0,Supplier 3,Mumbai,4.0,978.0,20.0,55.65,Pass,0.83,Rail,Route_B,900.21,0.0,False
skincare,5343318,17650.0,80.0,8.0,6434.1,Female,11.0,5.0,61.0,5.0,Carrier C,366.0,Supplier 1,Delhi,4.0,963.0,7.0,12.63,Pending,0.85,Sea,Route_A,526.7,2178832.0,True
