product_type,sku,price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs
haircare,8640200,92.55,43.0,787.0,9611.21,Unknown,33.0,27.0,7.0,7.0,Carrier A,6.84,Supplier 4,Bangalore,5.0,212.0,2.0,26.27,Fail,4.41,Road,Route_A,670.59
cosmetics,3210530,37.78,10.0,851.0,6253.22,Male,81.0,22.0,72.0,6.0,Carrier C,6.39,Supplier 4,Chennai,10.0,459.0,2.0,28.18,Pending,1.89,Sea,Route_B,531.96
skincare,C657391-63401/2,40.78,4.0,280.0,2754.24,Unknown,36.0,8.0,9.0,7.0,Carrier C,6.06,Supplier 1,Mumbai,13.0,825.0,12.0,59.93,Pass,0.72,Road,Route_A,903.67
cosmetics,C657382-63402/5,73.07,47.0,327.0,7043.09,Non-binary,27.0,26.0,48.0,4.0,Carrier A,8.06,Supplier 1,Bangalore,6.0,310.0,21.0,86.36,Fail,1.17,Sea,Route_C,110.23
cosmetics,C657382-63402/1,63.64,10.0,899.0,7009.83,Male,85.0,3.0,43.0,1.0,Carrier A,7.18,Supplier 3,Bangalore,27.0,785.0,26.0,93.41,Fail,1.3,Sea,Route_A,227.89
haircare,C657582-59657/2,23.84,82.0,535.0,4958.61,Female,44.0,2.0,19.0,6.0,Carrier A,4.1,Supplier 4,Chennai,14.0,288.0,8.0,23.57,Pending,4.76,Road,Route_C,576.56
haircare,C657565-59659/1,93.25,33.0,151.0,7681.15,Female,73.0,14.0,41.0,8.0,Carrier B,9.8,Supplier 5,Chennai,16.0,266.0,9.0,41.5,Fail,0.77,Air,Route_C,446.83
cosmetics,C657665-16713/3,77.21,26.0,377.0,5158.37,Female,58.0,17.0,36.0,7.0,Carrier B,9.47,Supplier 4,Mumbai,4.0,389.0,16.0,24.41,Pass,3.03,Air,Route_B,689.41
skincare,0733731900A,4.31,83.0,780.0,5404.32,Female,45.0,19.0,93.0,4.0,Carrier B,6.59,Supplier 1,Chennai,20.0,543.0,19.0,92.27,Pending,2.17,Road,Route_B,896.76
skincare,0312950010D,93.66,21.0,603.0,7968.55,Male,7.0,18.0,58.0,2.0,Carrier C,1.13,Supplier 4,Bangalore,21.0,151.0,28.0,92.61,Pass,2.82,Road,Route_C,895.15
haircare,29L0178058A,3.78,6.0,644.0,7642.81,Female,94.0,8.0,26.0,2.0,Carrier C,2.74,Supplier 4,Bangalore,11.0,198.0,16.0,39.17,Pass,4.19,Air,Route_A,473.36
haircare,0000635262D,88.31,80.0,991.0,9322.89,Unknown,93.0,16.0,60.0,9.0,Carrier A,7.86,Supplier 1,Delhi,20.0,409.0,19.0,21.89,Fail,0.43,Road,Route_C,588.96
skincare,0312950020E,91.52,91.0,398.0,6683.9,Non-binary,57.0,14.0,84.0,4.0,Carrier A,5.72,Supplier 1,Bangalore,3.0,368.0,3.0,99.31,Pending,4.6,Road,Route_B,710.62
haircare,0312950015E,57.43,2.0,316.0,3375.88,Non-binary,68.0,10.0,95.0,2.0,Carrier C,6.08,Supplier 2,Mumbai,18.0,429.0,22.0,38.11,Fail,3.1,Air,Route_C,848.42
haircare,0769913180H,80.42,88.0,381.0,6155.42,Unknown,7.0,9.0,5.0,6.0,Carrier A,4.0,Supplier 5,Bangalore,6.0,692.0,20.0,17.68,Pending,1.76,Sea,Route_B,286.69
skincare,0000606266G,58.24,36.0,852.0,2926.22,Non-binary,99.0,4.0,68.0,1.0,Carrier A,8.7,Supplier 1,Mumbai,9.0,214.0,29.0,40.68,Fail,3.35,Air,Route_B,654.93
haircare,AKASC20,28.25,84.0,623.0,3112.08,Male,34.0,7.0,79.0,4.0,Carrier B,9.36,Supplier 4,Delhi,29.0,336.0,23.0,64.05,Fail,3.01,Road,Route_C,188.22
haircare,ZTDIIOH,43.69,75.0,974.0,1791.69,Female,8.0,14.0,15.0,5.0,Carrier C,4.27,Supplier 3,Mumbai,13.0,788.0,17.0,79.34,Pass,1.3,Sea,Route_C,679.27
haircare,ZTLLVV,22.61,90.0,614.0,9942.85,Female,27.0,28.0,42.0,8.0,Carrier A,1.02,Supplier 4,Mumbai,24.0,682.0,10.0,70.55,Pending,3.94,Rail,Route_C,401.61
haircare,ZTMMVV,65.8,87.0,923.0,2269.94,Unknown,90.0,3.0,84.0,9.0,Carrier B,5.71,Supplier 2,Mumbai,16.0,411.0,11.0,15.57,Pass,1.51,Air,Route_C,181.05
skincare,ZTMMVVR,51.36,88.0,118.0,4229.0,Non-binary,78.0,27.0,75.0,2.0,Carrier A,3.72,Supplier 3,Delhi,10.0,578.0,25.0,38.12,Pending,2.56,Air,Route_C,281.99
haircare,P1031365-204,43.92,55.0,766.0,7350.89,Non-binary,10.0,11.0,39.0,7.0,Carrier A,6.09,Supplier 2,Bangalore,29.0,134.0,23.0,32.07,Pass,0.65,Road,Route_B,173.72
haircare,CRD-RS51-4SCHG-01,93.26,68.0,689.0,5523.59,Male,74.0,27.0,12.0,6.0,Carrier B,3.05,Supplier 2,Chennai,6.0,583.0,9.0,18.64,Pending,3.8,Rail,Route_C,876.01
cosmetics,ZOC-Z1AE-HS31XX-3C00,58.63,52.0,768.0,8172.6,Non-binary,4.0,5.0,30.0,4.0,Carrier C,7.24,Supplier 1,Chennai,4.0,614.0,9.0,20.9,Pending,0.92,Rail,Route_A,711.48
cosmetics,SWSDCATDEVXXXX012,26.1,48.0,264.0,2670.12,Non-binary,75.0,3.0,75.0,1.0,Carrier C,2.9,Supplier 2,Mumbai,17.0,304.0,23.0,99.21,Fail,4.33,Air,Route_B,610.45
cosmetics,FR20001,15.83,9.0,398.0,9065.2,Male,85.0,16.0,88.0,3.0,Carrier A,9.28,Supplier 1,Kolkata,24.0,837.0,13.0,64.92,Pending,3.05,Sea,Route_B,803.75
haircare,SD40025,23.54,31.0,778.0,6772.32,Male,4.0,14.0,20.0,3.0,Carrier B,9.45,Supplier 5,Chennai,8.0,434.0,7.0,64.41,Pass,2.02,Air,Route_B,263.31
cosmetics,CB000309A01,41.8,55.0,584.0,7551.31,Non-binary,64.0,25.0,77.0,5.0,Carrier B,8.36,Supplier 3,Delhi,27.0,211.0,5.0,97.28,Fail,4.62,Rail,Route_A,301.63
haircare,PWR-BGA24V78W1WW,72.24,7.0,756.0,3251.52,Non-binary,86.0,3.0,55.0,5.0,Carrier B,8.77,Supplier 4,Bangalore,15.0,702.0,15.0,56.46,Pending,2.35,Road,Route_B,676.65
skincare,P1058930-189,28.74,97.0,402.0,3568.83,Female,68.0,21.0,32.0,7.0,Carrier C,7.79,Supplier 1,Mumbai,4.0,261.0,5.0,78.0,Pass,2.03,Air,Route_C,943.11
haircare,CRD-TC51-5SCHG1-01,65.01,36.0,206.0,4170.17,Male,39.0,25.0,61.0,5.0,Carrier C,9.72,Supplier 3,Kolkata,21.0,951.0,14.0,51.47,Fail,4.41,Road,Route_A,649.65
haircare,KT-ET5X-10SCRN1-01,39.16,48.0,461.0,2452.0,Female,95.0,19.0,15.0,2.0,Carrier A,8.73,Supplier 1,Bangalore,20.0,341.0,3.0,86.65,Pass,4.99,Air,Route_A,418.26
skincare,RTL10B1-WM001,5.22,86.0,622.0,6965.93,Unknown,11.0,8.0,46.0,1.0,Carrier A,4.37,Supplier 1,Delhi,21.0,122.0,11.0,48.46,Pass,3.21,Sea,Route_B,224.41
haircare,410055,42.88,7.0,884.0,1942.48,Male,16.0,28.0,14.0,6.0,Carrier B,6.73,Supplier 3,Bangalore,11.0,219.0,13.0,15.11,Pending,1.15,Sea,Route_A,897.1
skincare,450166,29.07,19.0,362.0,4172.68,Male,22.0,6.0,86.0,9.0,Carrier C,6.89,Supplier 4,Chennai,9.0,614.0,20.0,80.36,Pass,1.79,Air,Route_C,482.8
haircare,TT828991,29.1,59.0,893.0,1896.65,Female,29.0,1.0,8.0,4.0,Carrier B,4.91,Supplier 1,Mumbai,25.0,876.0,5.0,58.0,Pass,0.07,Air,Route_C,104.38
skincare,TTUXGA00006,28.01,90.0,957.0,9785.68,Male,36.0,17.0,81.0,6.0,Carrier C,8.22,Supplier 5,Chennai,18.0,513.0,26.0,76.82,Pending,0.19,Air,Route_A,686.03
skincare,SG-TC7X-SCRNTMP-01,99.87,74.0,320.0,1786.17,Female,84.0,8.0,62.0,8.0,Carrier C,8.14,Supplier 5,Kolkata,13.0,343.0,22.0,39.87,Pass,0.18,Road,Route_A,665.43
cosmetics,128328,71.33,98.0,430.0,4106.4,Non-binary,63.0,8.0,54.0,9.0,Carrier A,2.43,Supplier 2,Mumbai,19.0,137.0,14.0,33.08,Fail,1.01,Air,Route_C,587.1
cosmetics,13302100,11.02,30.0,707.0,4115.44,Non-binary,87.0,20.0,29.0,1.0,Carrier B,7.91,Supplier 2,Bangalore,21.0,987.0,22.0,90.45,Pass,3.81,Rail,Route_C,744.16
cosmetics,128326,47.26,74.0,927.0,5670.83,Female,34.0,3.0,60.0,2.0,Carrier C,2.4,Supplier 4,Delhi,14.0,658.0,15.0,47.67,Pass,4.42,Air,Route_B,631.18
cosmetics,PE80024,25.35,61.0,217.0,1371.9,Female,47.0,6.0,81.0,6.0,Carrier C,6.85,Supplier 4,Bangalore,24.0,143.0,18.0,80.54,Pending,0.38,Road,Route_A,707.87
haircare,CD80012,92.4,36.0,304.0,6985.98,Non-binary,10.0,25.0,5.0,1.0,Carrier A,5.55,Supplier 2,Kolkata,2.0,902.0,19.0,34.68,Fail,0.21,Air,Route_A,440.21
skincare,CD80191,50.01,31.0,489.0,4625.32,Male,22.0,7.0,45.0,4.0,Carrier B,9.72,Supplier 5,Mumbai,15.0,805.0,23.0,82.65,Pass,4.55,Road,Route_A,324.06
skincare,CD80206,77.39,60.0,703.0,7523.03,Non-binary,53.0,7.0,63.0,3.0,Carrier A,3.0,Supplier 1,Mumbai,2.0,462.0,19.0,43.1,Pending,3.26,Rail,Route_A,750.14
skincare,CD80208,76.95,35.0,406.0,5378.09,Non-binary,72.0,27.0,98.0,7.0,Carrier C,8.08,Supplier 1,Bangalore,14.0,480.0,7.0,29.39,Fail,0.53,Sea,Route_B,217.08
skincare,CD80220,5.41,39.0,135.0,7537.94,Non-binary,65.0,18.0,54.0,7.0,Carrier B,3.88,Supplier 1,Bangalore,16.0,215.0,12.0,64.72,Pending,2.26,Road,Route_C,671.41
haircare,97004-AP305C-WR,60.97,71.0,26.0,2408.29,Unknown,27.0,17.0,58.0,1.0,Carrier A,2.66,Supplier 1,Delhi,23.0,686.0,19.0,35.05,Fail,4.89,Rail,Route_C,333.79
skincare,50104000000008,10.79,23.0,397.0,5197.37,Non-binary,35.0,28.0,60.0,2.0,Carrier A,6.32,Supplier 5,Kolkata,12.0,817.0,1.0,81.54,Pending,4.79,Air,Route_C,449.75
haircare,50103000000006,7.33,62.0,381.0,1648.34,Male,33.0,25.0,5.0,7.0,Carrier C,5.56,Supplier 3,Bangalore,12.0,946.0,11.0,94.23,Fail,2.63,Rail,Route_C,952.16
skincare,50100000530000,63.44,79.0,700.0,4833.07,Female,86.0,25.0,50.0,9.0,Carrier C,5.07,Supplier 4,Chennai,7.0,697.0,23.0,27.87,Pending,2.35,Sea,Route_C,217.76
haircare,MM50001,51.71,49.0,536.0,5303.19,Female,8.0,29.0,68.0,8.0,Carrier A,1.97,Supplier 3,Delhi,6.0,558.0,3.0,53.96,Fail,3.56,Sea,Route_C,477.87
skincare,MM50003,61.35,74.0,180.0,9506.93,Unknown,34.0,15.0,50.0,9.0,Carrier B,8.12,Supplier 3,Chennai,16.0,524.0,3.0,24.62,Fail,0.45,Air,Route_B,324.36
skincare,MM50006,25.35,25.0,952.0,6448.32,Non-binary,28.0,11.0,97.0,4.0,Carrier A,8.37,Supplier 5,Chennai,27.0,330.0,5.0,10.96,Fail,0.86,Sea,Route_B,295.28
skincare,MM60011,90.79,64.0,285.0,7753.1,Non-binary,89.0,27.0,70.0,3.0,Carrier C,7.2,Supplier 1,Delhi,2.0,704.0,10.0,76.05,Fail,3.66,Air,Route_C,970.75
skincare,MM60013,93.59,48.0,305.0,4020.52,Male,51.0,11.0,37.0,4.0,Carrier A,1.47,Supplier 4,Chennai,29.0,565.0,29.0,39.65,Fail,3.1,Road,Route_C,353.91
cosmetics,MM63001,17.85,17.0,474.0,9597.83,Male,77.0,14.0,32.0,8.0,Carrier B,7.53,Supplier 5,Delhi,8.0,570.0,29.0,68.13,Pass,0.65,Rail,Route_C,543.23
haircare,GD10014,61.06,99.0,114.0,4204.28,Unknown,44.0,11.0,90.0,1.0,Carrier A,7.98,Supplier 2,Mumbai,24.0,744.0,16.0,45.43,Fail,3.86,Sea,Route_B,108.3
haircare,GD10023,1.97,64.0,326.0,6467.4,Non-binary,70.0,25.0,54.0,5.0,Carrier C,6.7,Supplier 3,Chennai,2.0,922.0,15.0,95.33,Pending,2.27,Sea,Route_A,598.56
skincare,MPPOC003,1.01,66.0,580.0,8018.63,Female,78.0,13.0,92.0,6.0,Carrier A,9.4,Supplier 2,Mumbai,20.0,661.0,18.0,25.3,Pending,0.37,Sea,Route_B,921.49
skincare,MPPOC0021,16.99,23.0,888.0,2088.54,Unknown,91.0,15.0,26.0,7.0,Carrier A,7.48,Supplier 5,Kolkata,1.0,929.0,5.0,80.86,Pending,4.73,Sea,Route_C,612.43
haircare,MPPOC0291,19.51,27.0,539.0,6445.11,Non-binary,78.0,2.0,27.0,9.0,Carrier B,1.34,Supplier 1,Delhi,7.0,285.0,8.0,75.09,Pass,3.37,Sea,Route_C,770.36
skincare,601022305101,28.08,28.0,326.0,4573.07,Male,70.0,2.0,62.0,6.0,Carrier B,6.58,Supplier 1,Chennai,25.0,963.0,10.0,83.78,Pending,0.08,Air,Route_A,644.03
haircare,301015211004,6.13,23.0,981.0,3837.08,Male,70.0,26.0,86.0,8.0,Carrier B,1.11,Supplier 4,Delhi,25.0,386.0,1.0,59.88,Fail,2.04,Rail,Route_A,381.05
cosmetics,301015011382,44.58,43.0,146.0,5853.62,Male,3.0,17.0,64.0,3.0,Carrier A,9.13,Supplier 5,Chennai,6.0,854.0,11.0,60.25,Pending,3.05,Road,Route_C,390.58
haircare,GL72223,39.08,61.0,37.0,9627.22,Male,12.0,26.0,74.0,4.0,Carrier A,6.44,Supplier 2,Bangalore,27.0,156.0,11.0,32.87,Pass,3.39,Air,Route_C,440.59
skincare,GU72745,35.92,15.0,588.0,2624.58,Non-binary,49.0,13.0,78.0,1.0,Carrier A,1.91,Supplier 3,Delhi,22.0,158.0,20.0,84.3,Fail,2.95,Sea,Route_A,744.42
haircare,5399324,36.57,28.0,854.0,5392.99,Female,86.0,23.0,94.0,7.0,Carrier C,6.41,Supplier 4,Bangalore,2.0,183.0,7.0,33.65,Fail,1.14,Rail,Route_B,915.93
haircare,1750020,22.67,43.0,460.0,7169.42,Unknown,15.0,10.0,31.0,7.0,Carrier A,4.67,Supplier 3,Delhi,13.0,760.0,9.0,15.72,Fail,0.82,Sea,Route_A,842.87
cosmetics,1385100,97.17,54.0,113.0,8102.97,Female,12.0,29.0,12.0,8.0,Carrier C,9.94,Supplier 5,Delhi,10.0,757.0,14.0,87.52,Pass,1.25,Road,Route_B,404.33
cosmetics,20100004020000,78.9,83.0,306.0,5249.16,Male,34.0,26.0,25.0,6.0,Carrier A,4.64,Supplier 1,Bangalore,3.0,207.0,3.0,43.78,Fail,1.88,Air,Route_B,885.51
haircare,2459050,10.85,35.0,363.0,3055.86,Male,33.0,17.0,9.0,6.0,Carrier C,1.96,Supplier 5,Kolkata,3.0,498.0,18.0,28.87,Fail,2.71,Air,Route_B,838.3
haircare,2461032,51.53,94.0,869.0,4499.7,Non-binary,95.0,6.0,35.0,8.0,Carrier C,5.15,Supplier 2,Mumbai,11.0,775.0,10.0,14.45,Pass,4.29,Sea,Route_C,177.2
skincare,2463020,35.68,81.0,71.0,6643.77,Non-binary,39.0,19.0,30.0,1.0,Carrier C,1.55,Supplier 2,Delhi,24.0,190.0,19.0,72.26,Pass,2.25,Sea,Route_A,771.95
skincare,2409040,47.57,36.0,932.0,3608.6,Male,11.0,11.0,95.0,4.0,Carrier B,7.95,Supplier 5,Mumbai,19.0,240.0,12.0,96.64,Fail,3.26,Sea,Route_C,247.86
cosmetics,2409150,12.73,60.0,353.0,2712.42,Female,70.0,23.0,30.0,4.0,Carrier A,8.65,Supplier 2,Kolkata,4.0,638.0,26.0,49.53,Pass,3.63,Sea,Route_A,568.28
cosmetics,2427110,67.23,5.0,28.0,9440.73,Female,43.0,27.0,56.0,6.0,Carrier A,6.51,Supplier 4,Chennai,27.0,593.0,7.0,82.43,Pass,2.98,Sea,Route_B,158.57
haircare,2428110,60.02,27.0,986.0,2492.54,Male,88.0,21.0,12.0,8.0,Carrier B,7.51,Supplier 4,Mumbai,25.0,559.0,24.0,77.5,Pending,2.09,Air,Route_A,658.79
haircare,2409602,39.87,62.0,387.0,9728.47,Non-binary,22.0,1.0,34.0,1.0,Carrier C,6.87,Supplier 5,Bangalore,24.0,821.0,15.0,90.94,Pass,4.39,Air,Route_B,535.27
skincare,5395145,90.89,5.0,573.0,7617.01,Unknown,19.0,1.0,54.0,9.0,Carrier C,5.47,Supplier 4,Kolkata,1.0,767.0,15.0,29.58,Fail,0.54,Rail,Route_A,927.31
skincare,2301150,44.53,47.0,229.0,8937.41,Female,38.0,17.0,84.0,1.0,Carrier B,1.8,Supplier 5,Kolkata,1.0,142.0,3.0,60.12,Pending,4.97,Air,Route_A,109.25
skincare,60500021,94.8,49.0,834.0,9411.0,Non-binary,66.0,1.0,48.0,7.0,Carrier C,8.66,Supplier 1,Chennai,4.0,541.0,23.0,99.44,Pass,2.17,Air,Route_B,495.2
cosmetics,60100017,38.44,95.0,559.0,2999.14,Female,51.0,5.0,54.0,7.0,Carrier A,9.38,Supplier 3,Kolkata,25.0,943.0,19.0,69.54,Fail,3.79,Sea,Route_B,563.5
cosmetics,60400016,97.13,94.0,396.0,1472.88,Non-binary,41.0,26.0,50.0,1.0,Carrier B,2.16,Supplier 1,Chennai,14.0,567.0,22.0,42.54,Fail,0.94,Sea,Route_B,299.81
skincare,5300226,68.03,14.0,820.0,6592.57,Male,34.0,3.0,36.0,1.0,Carrier A,2.91,Supplier 2,Bangalore,16.0,737.0,22.0,88.63,Pass,0.47,Air,Route_B,558.32
skincare,1605563,65.7,95.0,851.0,2028.59,Female,90.0,9.0,94.0,5.0,Carrier A,6.79,Supplier 3,Delhi,15.0,583.0,7.0,81.54,Pass,0.33,Rail,Route_A,255.3
cosmetics,1605600,91.85,78.0,922.0,3388.27,Female,72.0,7.0,11.0,5.0,Carrier C,1.4,Supplier 2,Kolkata,10.0,411.0,11.0,43.55,Fail,2.69,Sea,Route_C,746.5
cosmetics,1605650,6.37,46.0,642.0,6510.44,Male,68.0,6.0,73.0,8.0,Carrier A,7.33,Supplier 5,Mumbai,5.0,100.0,22.0,38.25,Fail,4.49,Road,Route_A,562.63
haircare,1605900,93.34,1.0,379.0,9607.86,Non-binary,66.0,4.0,11.0,8.0,Carrier B,3.4,Supplier 5,Bangalore,27.0,741.0,11.0,27.5,Pass,0.6,Air,Route_A,925.77
skincare,1606166,33.8,96.0,604.0,5852.29,Non-binary,95.0,11.0,34.0,5.0,Carrier C,9.99,Supplier 5,Delhi,20.0,878.0,13.0,88.77,Pass,0.25,Sea,Route_A,594.7
cosmetics,7673090,26.17,25.0,589.0,2232.99,Male,89.0,22.0,39.0,6.0,Carrier A,4.23,Supplier 5,Kolkata,26.0,986.0,20.0,13.25,Pending,4.43,Air,Route_B,214.38
cosmetics,3334006,78.83,58.0,242.0,4846.16,Non-binary,77.0,26.0,2.0,4.0,Carrier B,7.4,Supplier 2,Delhi,18.0,965.0,22.0,16.81,Pending,3.85,Air,Route_C,478.56
haircare,4273016,91.59,3.0,439.0,9077.18,Unknown,67.0,18.0,30.0,7.0,Carrier C,1.24,Supplier 5,Kolkata,12.0,959.0,22.0,13.38,Fail,3.27,Road,Route_A,411.13
skincare,4273070,42.84,51.0,942.0,3777.51,Female,35.0,19.0,73.0,6.0,Carrier C,8.15,Supplier 4,Mumbai,18.0,284.0,23.0,48.2,Pending,2.23,Rail,Route_B,939.11
skincare,Y030566-0000/00,31.54,48.0,880.0,1555.59,Non-binary,59.0,22.0,4.0,3.0,Carrier C,7.56,Supplier 4,Delhi,3.0,493.0,3.0,70.72,Pending,1.62,Rail,Route_A,730.15
skincare,Y030172-0000/00,33.1,38.0,942.0,1108.31,Unknown,83.0,14.0,15.0,7.0,Carrier B,5.77,Supplier 5,Bangalore,18.0,693.0,24.0,94.8,Pass,1.15,Rail,Route_B,145.06
cosmetics,Y030320-0000/00,58.6,81.0,650.0,1914.49,Non-binary,10.0,7.0,61.0,6.0,Carrier B,3.68,Supplier 1,Mumbai,27.0,640.0,6.0,16.01,Fail,0.58,Air,Route_A,971.26
haircare,R165300-0000/00,90.69,75.0,957.0,4412.21,Unknown,60.0,1.0,42.0,8.0,Carrier B,8.46,Supplier 5,Delhi,5.0,628.0,4.0,64.39,Pending,0.35,Sea,Route_A,326.61
haircare,MPPOC0371,17.86,4.0,648.0,6558.95,Non-binary,3.0,10.0,43.0,4.0,Carrier B,3.72,Supplier 3,Mumbai,22.0,420.0,16.0,62.9,Fail,2.54,Air,Route_C,592.01
haircare,1605700,28.47,83.0,719.0,7685.61,Male,56.0,26.0,88.0,2.0,Carrier C,4.99,Supplier 3,Mumbai,21.0,849.0,2.0,33.73,Fail,4.34,Sea,Route_A,136.75
skincare,2370010,60.77,60.0,936.0,7387.93,Non-binary,66.0,5.0,28.0,3.0,Carrier B,8.85,Supplier 5,Bangalore,19.0,209.0,23.0,85.21,Fail,4.15,Air,Route_A,604.46
cosmetics,5385028,93.66,96.0,276.0,7379.79,Non-binary,38.0,24.0,99.0,4.0,Carrier A,8.1,Supplier 5,Delhi,22.0,356.0,22.0,56.14,Fail,4.71,Sea,Route_A,168.21
skincare,7630200,64.46,42.0,496.0,2970.49,Female,65.0,29.0,94.0,9.0,Carrier B,3.34,Supplier 3,Kolkata,4.0,976.0,5.0,42.39,Fail,3.37,Rail,Route_B,212.05
cosmetics,5600226,68.11,86.0,573.0,5458.84,Female,9.0,6.0,53.0,3.0,Carrier A,2.13,Supplier 5,Chennai,27.0,227.0,14.0,28.81,Pending,3.76,Air,Route_A,342.48
cosmetics,5300125,31.43,72.0,168.0,1424.76,Unknown,24.0,11.0,4.0,6.0,Carrier A,8.62,Supplier 5,Mumbai,16.0,354.0,29.0,41.79,Pass,2.41,Air,Route_C,418.31
haircare,5343012,98.18,4.0,101.0,6956.85,Male,52.0,22.0,16.0,9.0,Carrier B,1.88,Supplier 4,Bangalore,2.0,673.0,26.0,61.82,Pass,0.7,Air,Route_A,245.79
haircare,5343050,82.72,22.0,630.0,3550.98,Male,19.0,14.0,94.0,4.0,Carrier A,6.19,Supplier 3,Mumbai,11.0,324.0,11.0,33.2,Pass,3.91,Rail,Route_A,968.47
haircare,5343312,10.95,36.0,204.0,6859.57,Non-binary,91.0,16.0,76.0,1.0,Carrier A,4.2,Supplier 1,Mumbai,4.0,195.0,22.0,14.92,Pending,4.19,Air,Route_C,757.62
skincare,5343316,1.61,48.0,731.0,8595.35,Male,92.0,1.0,14.0,6.0,Carrier B,1.24,Supplier 5,Delhi,9.0,434.0,16.0,94.87,Pass,0.17,Road,Route_B,504.69
cosmetics,5315009,17.72,47.0,778.0,9543.97,Male,88.0,1.0,25.0,9.0,Carrier A,4.31,Supplier 2,Delhi,29.0,851.0,16.0,69.81,Pass,2.22,Rail,Route_C,234.84
haircare,5300063,20.27,47.0,741.0,1074.04,Male,4.0,25.0,6.0,2.0,Carrier C,5.62,Supplier 5,Bangalore,3.0,116.0,3.0,52.39,Pass,1.36,Sea,Route_C,638.91
skincare,1525718,82.48,42.0,836.0,3121.18,Female,51.0,24.0,89.0,6.0,Carrier B,4.37,Supplier 1,Bangalore,8.0,552.0,6.0,93.37,Pass,1.51,Road,Route_B,681.08
skincare,1526406,76.09,25.0,21.0,8224.76,Female,93.0,6.0,85.0,6.0,Carrier A,9.3,Supplier 2,Delhi,9.0,216.0,27.0,64.3,Pass,0.36,Road,Route_B,487.93
haircare,1525603,26.91,65.0,860.0,8452.94,Non-binary,69.0,28.0,41.0,5.0,Carrier A,8.12,Supplier 2,Mumbai,12.0,156.0,4.0,15.99,Pass,2.99,Rail,Route_A,695.36
cosmetics,1525606,71.88,1.0,810.0,8696.42,Female,44.0,15.0,51.0,7.0,Carrier A,7.49,Supplier 5,Bangalore,10.0,570.0,6.0,65.2,Fail,0.0,Air,Route_B,461.75
haircare,1525624,41.13,19.0,880.0,1692.08,Non-binary,63.0,29.0,17.0,3.0,Carrier A,5.0,Supplier 2,Kolkata,25.0,304.0,20.0,70.24,Fail,1.55,Sea,Route_A,215.72
cosmetics,1605060,37.19,42.0,998.0,4476.5,Unknown,55.0,14.0,1.0,6.0,Carrier C,9.86,Supplier 3,Kolkata,9.0,728.0,12.0,63.08,Pending,0.53,Sea,Route_B,613.69
skincare,5396512,9.25,65.0,326.0,3313.25,Male,79.0,20.0,28.0,3.0,Carrier B,9.07,Supplier 2,Mumbai,21.0,377.0,3.0,29.84,Pass,3.14,Rail,Route_C,725.77
haircare,2427130,71.86,73.0,524.0,8232.71,Female,47.0,4.0,73.0,6.0,Carrier A,7.02,Supplier 3,Bangalore,10.0,143.0,28.0,93.06,Pass,0.45,Sea,Route_B,478.49
haircare,2429620,31.66,71.0,748.0,7496.37,Female,53.0,27.0,32.0,3.0,Carrier A,7.55,Supplier 3,Chennai,5.0,120.0,4.0,42.09,Pending,2.44,Rail,Route_A,595.31
haircare,2409603,35.88,38.0,401.0,7557.19,Female,96.0,26.0,75.0,4.0,Carrier A,2.97,Supplier 3,Chennai,17.0,575.0,15.0,67.65,Pending,0.34,Air,Route_B,611.03
cosmetics,5399106,57.14,37.0,390.0,8898.09,Non-binary,48.0,28.0,98.0,5.0,Carrier A,6.88,Supplier 5,Delhi,22.0,736.0,3.0,89.28,Pending,3.44,Road,Route_C,571.24
cosmetics,5399112,46.93,44.0,739.0,5508.62,Male,81.0,6.0,5.0,6.0,Carrier A,6.37,Supplier 2,Mumbai,2.0,732.0,13.0,64.16,Pending,4.56,Air,Route_C,131.04
cosmetics,5399124,84.88,93.0,72.0,1257.24,Female,22.0,15.0,32.0,1.0,Carrier B,9.53,Supplier 3,Mumbai,4.0,978.0,20.0,55.65,Pass,0.83,Rail,Route_B,900.21
skincare,5343318,17.65,80.0,8.0,6434.1,Female,11.0,5.0,61.0,5.0,Carrier C,3.66,Supplier 1,Delhi,4.0,963.0,7.0,12.63,Pending,0.85,Sea,Route_A,526.7
haircare,5343315,77.31,26.0,672.0,9269.79,Non-binary,49.0,12.0,19.0,5.0,Carrier B,4.52,Supplier 4,Delhi,18.0,203.0,2.0,81.46,Pass,2.83,Road,Route_C,222.78
cosmetics,3308770,77.44,18.0,394.0,6403.13,Female,15.0,12.0,28.0,2.0,Carrier B,9.3,Supplier 2,Kolkata,20.0,716.0,5.0,21.01,Pending,1.43,Rail,Route_A,727.0
skincare,3308774,49.88,31.0,839.0,5774.53,Male,28.0,8.0,79.0,7.0,Carrier B,8.5,Supplier 1,Chennai,8.0,382.0,27.0,51.95,Fail,4.92,Road,Route_B,404.89
haircare,3308794,80.15,87.0,483.0,7698.38,Unknown,27.0,24.0,40.0,6.0,Carrier B,7.93,Supplier 2,Delhi,29.0,806.0,27.0,36.22,Fail,3.98,Air,Route_B,221.36
